회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,부실판단,도입기,성숙기,성장기,쇠퇴기
인팩글로벌주식회사,77206,2019,6.85,4029.1902879949,6.15,6.84,47.54,38.08,877.63,558.6,0.05,-29.97,5.68,27.16,10.23,-496.85,-51.79552431847392,-74.53,-14.2,-14.4,-21.88,4.3,-411.3165228399408,-42.20361985754604,-42.2,-40.34,-42.87,-10.87,-5.68,-3747.59,-41.59,-58.26,-46.3,0.0,0.0,0.8982765777504501,4.52,3.03,1.22,0.7,0.66,0.9,2.47,19.0,1.0,0,1,0,0
인하테크,60001,2014,-8.61,-11.72,-6.97,-6.4,89.66,40.7,423.68,237.66,59.44,-4.69,0.53,40.69,19.1,-32.02,-7.11,-6.69,-2.86,-3.24,-3.12,3.43,3.8899999999999935,-8.750632767963449,-8.75,-25.57,7.99,5.68,2.67,697.84,4.85,9.19,4.45,-150.19,2.38,1.0884879315193092,16.72,4.96,2.09,1.06,1.04,1.91,2.28,21.0,1.0,0,1,0,0
일도에프엔씨(주),69761,2020,5.28,7.47,3.95,15.5,177.09,44.07,296.01,101.25,52.81,19.71,1.05,45.28,25.25,1.19,0.3,1.17,-3.48,-3.48,-13.7,6.55,-3.5900000000000003,-0.4094192322397421,-0.41,8.37,-6.67,-26.9,-9.36,1911.57,11.81,23.89,46.36,2.53,71.17,0.2546847496607554,3.04,2.23,0.49,0.25,0.25,0.45,0.59,16.0,1.0,0,1,0,0
일동케미칼(주),70320,2015,14.23,20.28,11.34,25.11,49.71,45.86,392.65,274.31,55.95,-28.0,1.23,27.68,20.3,18.65,3.86,6.72,2.82,1.87,4.35,7.34,47.62,-8.75854447400454,-8.76,-39.16,12.82,-2.89,191.17,1476.37,17.96,44.73,39.77,16.89,76.7,0.4517077655260149,3.28,1.33,1.67,0.58,0.43,0.66,1.23,30.0,1.0,0,1,0,0
일성레저산업(주),17164,2014,0.38,47.01,1.13,4.16,15.91,3.19,0.0,0.0,2.41,-132.25,1.68,25.03,0.0,0.0,-7.46,-27.14,-7.11,-7.12,-25.91,1.26,0.0,1.2516327630135322,1.25,-10.64,5.96,8.56,4.6,1480.34,2.61,3.83,9.55,-284.02,-23.92,0.2729390460474363,47.98,4.27,0.41,0.27,0.27,0.37,1.03,35.0,1.0,0,1,0,0
일우공영주식회사,61978,2020,2.47,2.77,1.56,18.71,24.14,24.14,170.38,81.16,56.34,-22.77,2.27,7.24,36.98,-2.46,-0.98,-11.06,-0.81,-0.96,-11.62,7.63,-4.859999999999999,-2.4512254080015032,-2.45,-2.19,-2.47,-30.81,-2.84,1149.84,6.03,7.09,72.39,-15.29,39.43,0.0833286030479126,483.28,1.14,0.1,0.09,0.08,0.09,1.14,24.0,1.0,0,1,0,0
일진반도체(주),58161,2014,-49.27493273161254,-1075.333862535137,-10.73,-148.76766629622716,713.18,712.4,2.58,2.51,0.28,14.99,352.2,17.44,97.49,0.78,1.2,27.67,0.66,-0.81,-30.15,-54.41,25.61,-20.97447312246484,-20.97,-56.38,-4.63,2078.83,-1.89,759.84,2.15,5.22,70.48,39.25,18.93,0.0305270180384543,8.85,0.11,0.07,0.04,0.03,0.04,0.11,17.0,1.0,0,1,0,0
자일개발(주),76707,2019,3.7,6.34,2.77,78.8,1.54,1.54,296.64,190.8,43.63,-47.36,1.38,0.74,25.21,-3.16,-0.81,-23.08,1.08,1.01,28.72,52.37,-0.27,-0.3399413345758592,-0.34,94.77,-0.7,0.55,-0.6,1598.48,1.74,1.75,49.49,-46.63,94.32,0.0350957329622771,37.86,6.26,0.04,0.04,0.04,0.04,6.26,15.0,1.0,0,1,0,0
장덕개발주식회사,50144,2015,42.17,49.51,30.07,110.48,134.92,134.92,248.46,248.05,60.73,24.86,6.8,96.04,28.7,-16.18,-3.77,-18.56,-0.87,-0.88,-4.38,14.49,-14.82,-41.78146936711206,-41.78,-42.75,-1.59,-66.94,-2.97,44.08,0.51,24.5,1.88,-985.41,-191.1,0.2721818974099241,0.72,0.21,12.81,0.2,0.2,6.82,0.21,19.0,1.0,0,1,0,0
장흥친환경(주),58605,2014,4.3,4.62,3.66,40.65,152.33,152.33,576.21,61.26,79.24,4.74,1.24,13.8,14.79,2.32,1.22,3.76,5.34,5.24,59.75,59.37,11.03,-5.043619462516281,-5.04,-9.25,-4.33,41.65,0.0,3192.84,6.52,0.0,72.39,5.2,0.0,0.0900537820739119,0.0,0.62,0.0,0.33,0.09,0.1,0.62,16.0,1.0,0,1,0,0
저스트코코리아온쇼어유한회사,94003,2022,7.43,9.07,10.47,48.39,43.88,43.88,0.0,0.0,115.43,-11.3,37.26,8.84,0.0,0.0,-7.35,-35.52,0.17,-0.01,-0.04,26.47,0.0,-8.419927416105496,-8.42,106.84,-13.11,38.0,-14.55,14399.99,15.05,18.38,69.53,-51.1,83.22,0.2164802709485395,31.54,3.3,0.24,0.21,0.21,0.22,3.3,6.0,1.0,0,1,0,0
전남참교육,50150,2017,7.57,8.47,6.87,108.42,160.81,160.81,984.65,93.62,81.09,5.25,1.18,13.88,9.22,-15.24,-11.34,-23.99,3.05,2.96,48.41,72.4,-1.040000000000001,-6.843046245234677,-6.84,7.28,-8.78,-20.16,0.0,911.92,3.29,0.0,51.88,-46.25,93.78,0.063372380124328,0.0,0.47,3259394.119395525,0.47,0.06,0.07,0.47,18.0,1.0,0,1,0,0
전방텍스타일주식회사,17241,2019,8.96,14.54,6.35,16.14,131.6,105.99,243.77,218.08,43.7,20.05,7.67,83.49,29.09,0.98,0.31,0.72,0.8,-1.71,-3.98,-1.71,33.62,19.75759028478645,19.76,25.36,-2.3,16.19,-2.32,1018.69,5.65,34.42,14.36,5.03,4.87,0.3937231404557293,6.65,0.67,2.37,0.43,0.43,2.36,0.52,53.0,1.0,0,1,0,0
전주아랫물길주식회사,51257,2014,4.05,4.07,3.65,58.2,138.77,138.77,920.35,44.74,89.78,1.7,22.52,6.08,9.8,-1.11,-1.85,-1.75,5.57,5.57,88.43703000550857,92.21,0.1599999999999999,-3.694730825567953,-3.69,5.68,-4.24,-3.15,-45.1,6454.97,5.68,104466.32,90.53,-1.93,0.0,0.0627212383250142,196.83,1.06,817.96,1.06,0.06,0.07,1.06,18.0,1.0,0,1,0,0
정민금속(주),72892,2019,2.17,2.54,2.17,9.24,10.71,6.51,45567.0,43138.83,85.29,-84.34,0.05,10.12,0.22,0.0,-0.17,-0.74,3.09,3.09,13.65,15.55,0.0,-6.919884719176596,-6.92,-37.22,-1.57,-54.64,-1.6,532.49,6.25,7.15,26.65,-2.79,82.59,0.2344159050893423,3.04,2.46,0.27,0.23,0.23,0.26,1.79,27.0,1.0,0,1,0,0
제부여객(주),94095,2021,5.43,11.76,6.04,3.06,26.72,26.31,0.0,0.0,51.39,-56.11,11.52,20.46,0.0,0.0,-14.03,-7.77,-6.96,-6.99,-3.87,1.4,145.65,-15.88131392444326,-15.88,17.09,-21.56,51.44,-16.26,654.7,7.41,9.32,3.75,-207.23,20.97,1.976272757131336,290.91,10.67,2.27,1.81,1.81,2.18,10.42,18.0,1.0,0,1,0,0
제이씨엔울산중앙방송,16799,2014,14.56,17.96,11.09,26.75,76.5,76.36,319.56,63.93,61.76,-3.58,19.91,11.66,23.83,-5.31,-1.3,-3.19,3.32,3.13,7.91,8.63,-4.319999999999999,-8.784404280007934,-8.78,-14.9,-7.91,-5.35,-5.47,29753.902982210104,22.21,78.03,53.56,-5.95,75.88,0.4147034506935777,11.28,3.28,1.42,0.41,0.4,0.45,3.27,24.0,1.0,0,1,0,0
제이에셀(주),80705,2021,39.63,4011.85,3.15,3.94,394.94,294.39,8.62,7.07,0.08,19.18,56.45,25.69,92.06,-3.17,-3.61,-3.71,-3.73,-4.26,-5.42,-0.67,-0.73,-2.856643821312627,-2.86,13.13,-7.38,6.84,-12.82,2254.81,7.34,15.45,9.21,-40.28,45.69,0.7974627660239774,6.92,4.27,1.56,0.97,0.79,1.03,3.3,8.0,1.0,0,1,0,0
제이제이케터링(주),61833,2021,-15.52,-50.86,-11.46,-4.27,114.07,110.75,282.62,250.99,22.54,9.23,5.71,74.82,26.14,4.53,1.2,0.42,-6.66,-7.67,-2.84,-0.09,53.120000000000005,0.5973489064864769,0.6,2.02,-3.41,-23.89,50.43,1965.28,22.32,161.64,8.31,5.05,34.86,2.6872112903324723,13.81,3.74,23.38,2.86,2.7,10.49,3.63,28.0,1.0,0,1,0,0
제일저지(주),69527,2022,5.43,10.09,4.28,4.06,97.57,67.16,370.77,342.43,42.36,-1.77,2.5,70.97,21.24,-33.73,-11.25,-8.69,3.59,1.66,1.62,0.23,-27.94,-4.947141944486953,-4.95,8.76,-27.33,10.04,-6.6,110.2,0.66,5.47,0.63,-1386.63,-1097.59,1.0529939358740663,3.08,2.44,8.43,1.29,1.03,3.05,1.55,25.0,1.0,0,1,0,0
제주맑은물사랑주식회사,63225,2016,4.41,4.55,4.26,78.32,115.93,115.93,2826.68,182.33,93.58,0.99,0.01,7.22,3.42,-17.49,-11.08,-12.04,4.27,4.27,79.04,84.77,-1.9999999999999984,-1.439290589498905,-1.44,57.19,-4.22,-2.74,0.0,3729.39,4.3,210955205.5072077,79.04,-15.23,0.0,0.0544088257480492,0.0,0.92,3259394.119395525,0.92,0.05,0.06,0.92,15.0,1.0,0,1,0,0
제주사랑주식회사,85247,2021,4.88,5.0,4.54,362.85,118.68,118.68,1338.96,93.82,90.81,1.22,0.0,7.74,6.95,-6.86,-0.48,-39.45,2.55,0.12,9.66,52.75,1.6399999999999997,-4.047138503413999,-4.05,10.13,-5.07,8.4,0.0,41.78,0.17,0.0,13.3,-296.49,0.0,0.0125230330641422,0.26,0.17,0.0,0.01,0.01,0.01,0.17,8.0,1.0,0,1,0,0
제천맑은물사랑(주),66118,2016,3.54,3.55,3.42,56.23,109.82,109.82,2737.06,113.62,96.27,0.39,0.0,4.4,3.52,-3.92,-3.28,-2.32,4.39,4.38,73.42,75.61,-0.2299999999999999,-3.616434397716567,-3.62,4.34,-3.95,-2.28,-96.84252500459016,2218.43,4.46,210955205.5072077,73.29,-3.17,0.0,0.0608060203850895,0.0,1.41,108100.82,1.41,0.06,0.06,1.41,14.0,1.0,0,1,0,0
제트에프오토모티브코리아주식회사,19499,2014,-10.62,-1075.333862535137,-9.31,-3.78,143.45,108.06,710.97,469.2,0.24,25.14,48.25,83.0,12.33,-5.92,-0.74,-0.3,-1.3,-1.64,-0.68,-0.14,65.57,-4.984937838624387,-4.98,-2.64,-14.97,-8.3,-15.2,3115.2,10.64,68.48,4.32,-7.06,35.71,2.465982621067255,7.85,3.94,13.49,2.42,2.4,13.33,2.93,39.0,1.0,0,1,0,0
조양모방(주),17381,2017,61.53,87.47,7.7,18.53,462.97,378.71,14.31,12.6,8.81,40.02,204.64,51.05,87.48,2.45,2.52,5.08,0.67,-0.16,-0.4,-1.42,-0.71,-2.081960747233788,-2.08,-2.11,-2.05,14.22,-5.84,1479.92,6.2,20.57,14.91,34.09,58.1,0.4157494945980982,3.97,1.02,1.34,0.5,0.41,0.84,0.81,31.0,1.0,0,1,0,0
주)두성디엔에스,99692,2022,2.56,2.59,2.89,18.64,4.98,4.98,0.0,0.0,111.25,-43.89,3.32,2.3,0.0,0.0,0.19,1.26,2.24,2.24,14.82,17.04,0.0,-4.574762551462103,-4.57,-20.9,-4.11,42.4,-4.11,1786.0,12.5,12.8,80.73,1.57,68.7,0.1548873205870929,11.79,5.94,0.16,0.15,0.15,0.16,5.94,4.0,1.0,0,1,0,0
주식회사WD중공업,53704,2014,-7.79,-9.31,-2.31,-14.39,17.31,17.31,42.23,39.08,24.83,-22.72,4.17,4.76,70.31,-3.04,-4.78,-13.51,1.68,1.59,10.12,10.29,-1.1,-4.3799991489408985,-4.38,-38.03,-1.71,83.22,1.18,661.06,3.96,10.93,24.63,-54.85,80.05,0.1607269075624484,14.48,2.59,0.45,0.35,0.16,0.17,2.59,18.0,1.0,0,1,0,0
주식회사갑오,90090,2020,-2.5,-2.92,-2.5,-2.55,33.55,30.53,164676.4024267778,101942.9609502833,85.51,-59.3,4.44,29.93,0.06,0.0,-3.45,-3.44,-1.37,-1.65,-1.73,1.94,0.0,-5.475095806753068,-5.48,-11.95,-2.41,-4.89,-5.13,1335.95,11.56,18.19,11.8,-29.13,45.54,0.9799884883982664,4.57,3.28,1.5,1.0,0.95,1.38,3.07,25.0,1.0,0,1,0,0
주식회사건화,17439,2014,5.43,6.74,2.98,2.99,38.36,36.17,121.5,112.74,44.22,-31.37,0.17,19.52,45.15,-1.27,-0.46,-0.39,1.87,1.24,1.06,1.61,0.1199999999999998,40.75014354323135,40.75,-13.01,65.57,12.12,65.8,2602.02,6.48,8.25,6.51,-6.0,51.03,0.9950729596909592,23.16,5.21,1.58,1.17,1.16,1.54,4.74,27.0,1.0,0,1,0,0
주식회사경민,83323,2018,4.3,8.39,4.32,56.3,3.09,3.09,0.0,0.0,51.44,-88.78,2.04,2.83,0.0,0.0,-1.65,-21.92,0.17,0.17,2.2,26.05,96.86,-3.203997367366634,-3.2,47.13,-4.16,-15.19,-4.2,573.64,6.91,7.13,90.12,-24.33,81.98,0.0766864236658965,8.68,3.22,0.08,0.08,0.08,0.08,3.22,16.0,1.0,0,1,0,0
주식회사경원건설,39807,2014,4.68,5.24,3.18,35.33,5.21,0.63,212.6,143.15,60.69,-43.41,0.04,2.39,31.99,1.69,0.55,5.97,1.12,1.11,12.41,15.93,11.74,-0.7170127132608257,-0.72,-32.96,0.46,56.64,0.4,1093.99,5.78,5.94,64.25,9.3,63.69,0.0900027664763115,81.12,26.42,0.09,0.09,0.09,0.09,3.03,34.0,1.0,0,1,0,0
주식회사골드퍼스트,87873,2022,-10.76,-12.76,-9.5,-41.97,109.94,60.28,757.06,699.79,74.47,8.11,0.94,89.76,11.67,-65.08,-10.57,-49.72,-8.53,-8.7,-40.92,11.42,-56.84,-11.580814821387715,-11.58,-12.12,-6.56,430.3,-7.0,-835.04,-5.7,-59.67,-25.18,0.0,0.0,0.2264256632423104,2.65,0.5,2.28,0.21,0.21,2.14,0.24,18.0,1.0,0,1,0,0
주식회사광교스마트법조,80719,2022,-1.49,-1.77,-1.39,-9.84,132.91,60.51,1416.83,1027.68,78.38,22.29,3.09,90.05,6.59,-28.87,-2.15,-15.76,-1.75,-2.41,-17.72,18.92,41.42999999999999,-6.98791512662366,-6.99,40.52,-77.08,138.4,-78.99,586.11,2.79,30.69,19.76,-79.73,35.55,0.1411347965613771,2450.83,0.33,0.54,0.14,0.14,0.53,0.18,9.0,1.0,0,1,0,0
주식회사광산상사,52909,2014,1.72,3.79,1.55,19.43,16.97,16.97,920.31,436.71,40.83,-35.54,0.06,7.26,9.8,-2.31,-0.2,-2.32,2.15,1.34,16.57,18.6,-9.98,3.4275959104476,3.43,19.55,2.35,1.51,2.58,907.46,7.4,8.76,92.84,-2.5,53.2,0.0797021370312837,11.23,1.2,0.1,0.09,0.08,0.09,1.2,50.0,1.0,0,1,0,0
주식회사구띠에커피,64528,2014,-4.03,-4.44,-3.52,-4.32,119.65,108.76,696.7,424.28,79.32,10.47,0.9,63.72,12.55,-3.83,-0.54,-0.6,2.27,1.82,2.29,5.0,49.85,-4.775760700430806,-4.78,-5.84,-2.85,-20.03,-5.44,2448.37,24.71,113.55,30.29,-1.98,37.09,0.8160045793296079,4.43,1.39,3.64,0.9,0.8,2.22,1.24,27.0,1.0,0,1,0,0
주식회사구봉산골프클럽,73520,2016,2.23,2.29,2.33,76.81,3.23,3.23,0.0,0.0,101.47,-98.28,0.3,3.28,0.0,0.0,5.15,168.86,5.7,-0.65,-21.5,-190.37,0.0,0.97045527840321,0.97,494.35,-1.79,-4.95,-1.91,233.31,2.74,2.84,90.43,186.73,75.81,0.0302846866186407,12.88,1.58,0.03,0.03,0.03,0.03,1.58,11.0,1.0,0,1,0,0
주식회사국제프린테크,85942,2019,-3.49,-3.71,-3.28,-56.31,0.57,0.57,1606.93,521.48,88.45,-30.38,0.14,0.1841359090074512,5.86,-347.6,-6.82,-113.4,-2.93,-2.95,-49.13,63.53,-347.6,6.377571667230803,6.38,-93.90912727940388,11.68,725.8,11.69,960.52,3.37,3.38,57.78,-196.25,96.16,0.0583105197498196,42.21,2.43,0.06,0.06,0.06,0.06,2.43,9.0,1.0,0,1,0,0
주식회사글로벌,49864,2017,5.62,6.57,4.18,3.76,89.16,88.64,289.58,221.29,63.52,-6.16,1.5,50.65,25.67,1.68,0.4,0.37,3.96,2.96,3.02,2.69,3.38,-20.81606446767127,-20.82,-16.29,-24.97,-25.78,-15.04,3064.56,17.81,67.11,16.03,2.28,67.06,1.1108431685204598,8.68,2.01,3.85,1.08,0.98,1.93,2.0,23.0,1.0,0,1,0,0
주식회사글로스코,20457,2020,-2.41,-3.51,-1.8,-1.67,72.67,60.78,300.63,228.6,51.46,-15.59,0.63,41.47,24.96,-17.78,-5.94,-5.84,-5.96,-6.22,-6.12,0.82,-9.61,-11.179172689097031,-11.18,-17.36,-6.21,-3.96,-6.18,2599.98,11.42,19.56,10.57,-55.23,44.52,1.0800539770057604,3.09,2.9,1.79,1.02,1.02,1.79,2.36,44.0,1.0,0,1,0,0
주식회사금창,17549,2017,4.82,9.73,3.6,3.95,75.17,70.39,295.22,218.69,37.0,-13.74,2.62,41.59,25.3,10.03,2.9,2.59,0.69,0.58,0.6,1.55,0.1199999999999992,12.81130785381376,12.81,12.18,13.27,-2.13,7.61,8280.65,11.26,25.98,12.36,20.99,83.6,0.9108808717816604,4.53,2.48,2.13,1.12,0.97,1.66,2.32,33.0,1.0,0,1,0,0
주식회사금파,30814,2014,5.35,7.01,4.37,4.87,42.55,31.31,444.93,304.86,62.39,-32.14,7.08,23.8,18.35,1.62,0.29,0.33,2.2,2.06,2.34,2.88,30.09,-3.59805390894234,-3.6,12.91,-7.81,13.28,-5.2,1996.24,18.97,30.32,21.14,1.56,59.26,0.8970132284841306,7.56,5.36,1.4,0.89,0.88,1.13,4.0,36.0,1.0,0,1,0,0
주식회사길산업,61061,2021,3.93,4.53,2.9,4.78,72.43,44.65,283.44,159.02,64.05,-11.43,20.3,30.04,26.08,0.35,0.08,0.13,1.47,1.3,2.07,2.49,0.1899999999999999,5.684840933320766,5.68,13.36,2.7,10.51,3.32,2627.72,9.84,14.4,16.18,0.83,61.81,0.6082334204674992,9.01,3.62,0.91,0.63,0.63,0.88,2.15,15.0,1.0,0,1,0,0
주식회사세가종합건설,89702,2021,16.23,25.61,16.05,2821.887476807681,10.41,10.41,8849.25,5789.08,62.64,-57.96,0.07,6.73,1.12,-95.13,-12.87,-357.19,-0.51,-0.62,-113.74,390.6347321549569,0.0,0.0,-6.4,-27.11,-4.44,-98.69,-46.11,93.17,0.33,6.7,57.86,-617.34,81.73,0.0,0.0,0.07,0.08,0.04,0.01,0.01,0.07,12.0,0.0,0,0,0,1
주식회사세계로디엔씨,51628,2019,1.58,2.98,1.1,34.58,26.67,26.67,226.25,121.34,36.94,-27.27,26.58,9.92,30.65,0.59,0.18,5.63,0.19,-0.35,-11.08,26.09,0.0,0.0,-1.31,5.83,-2.04,-35.81,-2.04,371.36,3.14,3.49,98.87,5.69,95.53,0.0,487.79,0.33,0.03,0.03,0.03,0.03,0.33,20.0,0.0,0,0,0,1
주식회사세영유통,81926,2022,9.49,23.63,7.18,47.53,2.78,2.73,310.61,238.15,30.37,-56.39,1.11,1.61,24.35,5.15,1.19,8.1,2.47,2.42,16.49,6.73,0.0,0.0,-5.44,-76.2,-0.6,18.15,-0.47,1868.25,4.98,5.07,32.96,24.57,81.97,0.0,29.05,3.63,0.15,0.15,0.15,0.15,3.6,9.0,0.0,0,0,0,1
주식회사세운축산,96627,2021,3.27,3.91,2.49,1.14,54.38,38.27,318.72,272.35,63.64,-29.67,0.84,35.37,23.88,13.25,3.16,1.88,1.96,1.89,1.12,0.85,0.0,0.0,-37.28,-7.23,-46.72,-28.82,-46.91,1128.79,14.83,23.12,6.8,27.61,65.43,0.0,12.99,8.18,2.36,1.68,1.68,2.35,5.93,15.0,0.0,0,0,0,1
주식회사세일,93776,2022,-17.74,-32.15,-10.38,-7.98,325.98,193.51,140.99,62.03,32.28,58.17,41.01,83.91,41.49,2.0,1.06,0.62,5.04,4.77,3.34,0.49,0.0,0.0,22.14,45.04,-33.0,13.05,117.76,1695.8,5.86,156.32,4.51,13.83,57.2,0.0,6.91,3.23,23.07,1.7,1.43,6.48,1.83,24.0,0.0,0,0,0,1
주식회사세정로봇,96313,2021,-23.84,-29.68,-18.95,-30.5,100.12,55.19,388.23,281.83,63.86,0.07,9.42,57.79,20.48,-10.51,-2.29,-3.66,-0.77,-1.23,-2.04,1.71,0.0,0.0,-6.17,-10.43,0.36,-47.53,-1.71,457.05,4.65,12.69,7.49,-48.81,13.37,0.0,3.82,1.68,1.68,0.63,0.6,1.47,1.02,15.0,0.0,0,0,0,1
주식회사솔루트,77793,2022,4.39,5.13,2.14,3.1,62.02,22.87,94.89,75.52,41.61,-14.72,0.3,24.03,51.31,11.82,5.69,8.31,7.45,7.45,10.9,2.32,0.0,0.0,-1.73,9.19,-4.74,13.42,-4.6,2141.58,14.33,18.99,20.8,39.96,81.91,0.0,15.91,7.92,0.89,0.68,0.68,0.89,2.99,12.0,0.0,0,0,0,1
주식회사수리산업,63529,2022,-73.04,-475.74,-9.75,-12.5,501.31,396.83,15.41,14.08,2.05,48.94,312.61,61.14,86.65,6.12,5.03,6.7,-3.69,-4.55,-6.15,-1.11,0.0,0.0,-9.76,-13.04,-4.06,21.11,-4.14,3022.57,13.47,36.31,17.26,38.81,59.95,0.0,10.26,1.49,2.06,0.75,0.74,1.97,1.19,30.0,0.0,0,0,0,1
주식회사수진종합건설,88891,2022,-24.8,-31.8,-22.99,-21.64,369.65,88.05,1269.61,355.4,72.28,69.97,3.04,95.92,7.3,-85.38,-10.55,-10.19,-8.97,-8.98,-8.85,1.04,0.0,0.0,-8.4,-8.97,7.47,19.3,-30.58,-1136.34,-6.28,-745.05,-5.92,0.0,0.0,0.0,4.88,4.41,103.2,1.03,1.02,26.98,1.06,9.0,0.0,0,0,0,1
주식회사수협사료,43001,2022,28.09,70.89,13.19,8.19,199.25,65.71,88.52,74.56,18.6,39.25,14.74,78.8,53.04,7.11,4.01,2.27,4.99,4.84,2.78,0.29,0.0,0.0,18.26,26.88,-5.58,19.08,-9.77,2460.37,12.52,66.99,7.78,29.15,58.3,0.0,9.8,6.16,7.75,1.77,1.74,7.38,2.29,27.0,0.0,0,0,0,1
주식회사슈가버블,43759,2022,-34.37,-949.86,-7.61,-3.45,341.71,235.78,28.46,25.68,0.8,48.31,104.16,68.3,77.84,-11.13,-8.76,-4.17,-17.63,-17.71,-8.55,-0.02,0.0,0.0,-11.73,-20.56,16.08,-2.0,4.9,1984.85,15.1,61.47,6.84,-61.05,-56.7,0.0,12.19,3.81,8.53,2.1,2.07,7.49,2.86,25.0,0.0,0,0,0,1
주식회사슈펙스빌리지,88745,2022,314.37,1959.65,6.15,31.62,5564.16,5564.16,2.0,1.81,0.31,96.99,1678.6,98.77,98.04,-7.48,-3.59,-39.12,4.18,3.19,34.97,3.19,0.0,0.0,-69.43,507.41,-99.6,-56.02,-99.9,-1336.61,-5.08,-1681.6,-26.08,0.0,0.0,0.0,8.7,0.34,0.13,0.09,0.09,0.12,0.34,6.0,0.0,0,0,0,1
주식회사스마트디앤씨,82389,2022,-5.88,-7.8,-4.38,-3.72,114.39,47.41,291.03,275.78,56.13,10.15,5.54,80.68,25.57,18.86,3.95,2.81,10.35,9.68,7.82,1.47,0.0,0.0,10.79,17.1,-9.56,22.79,-14.53,2005.92,10.89,235.9,9.25,30.34,80.53,0.0,10.54,4.04,23.5,1.41,1.24,5.78,1.57,19.0,0.0,0,0,0,1
주식회사스몰랩,94513,2022,12.99,46.44,10.38,20.92,116.38,107.61,397.41,213.26,22.35,7.02,53.42,49.9,20.1,-30.95,-6.7,-13.73,-10.48,-10.84,-22.23,8.25,0.0,0.0,-3.44,-6.89,0.25,-56.68,-6.34,1335.59,11.15,29.14,22.47,-61.12,-11.01,0.0,37.94,1.03,1.25,0.49,0.49,0.99,0.96,16.0,0.0,0,0,0,1
주식회사스카이스타,88136,2022,-10.94,-11.75,-9.93,-218.52,264.25,71.37,988.47,315.51,84.53,47.61,14.26,76.6,9.19,-85.83,-19.78,-303.92,-8.56,-10.03,-210.12,56.25,0.0,0.0,10.61,24.57,-19.09,-19.43,-99.15,-3535.2,-9.85,-86189.03753402806,-216.74,0.0,0.0,0.0,0.0,0.26,3930.25,0.07,0.05,0.17,0.07,8.0,0.0,0,0,0,1
주식회사스카이엔터테인먼트,74437,2018,-21.01,-22.1,-12.69,-850.35,11.01,11.01,152.42,145.55,57.4,-51.32,8.19,6.35,39.62,-7.89,-3.01,-218.11,-2.2,-3.62,-358.64,-140.96,0.0,0.0,-48.84,-94.7511893919854,27.31,-19.23,27.56,61.76,0.88,2.0,58.82,-370.81,-525.38,0.0,0.0,0.02,0.02,0.01,0.01,0.02,0.02,11.0,0.0,0,0,0,1
주식회사스타산업개발,94286,2022,-20.24,-29.73,-18.92,-172.97,271.94,2.25,1431.37,559.2,63.63,62.79,0.02,99.3,6.53,4.34,0.29,2.54,0.32,0.31,2.7,0.08,0.0,0.0,10.8,11.0,-11.35,-18.46,0.0,188.64,0.84,3772.86,7.69,32.96,54.35,0.0,0.0,13.66,490.4,0.12,0.11,14.75,0.12,6.0,0.0,0,0,0,1
주식회사스타코,80665,2022,-3.96,-5.8,-2.3,-7.73,104.89,100.79,138.52,119.63,39.58,2.45,79.23,52.6,41.92,40.97,14.92,56.0,-11.55,-11.75,-45.93,6.68,0.0,0.0,-24.4,147.32,-57.3,-27.13,-60.63,13912.83,28.49,68.12,95.89,58.4,90.34,0.0,3.87,0.86,0.4,0.27,0.26,0.38,0.8,14.0,0.0,0,0,0,1
주식회사스타하우스,59016,2017,8.09,0.0,4.3,2.05,79.73,78.61,113.15,70.55,0.0,-6.71,4.32,26.39,46.92,53.9,6.25,9.49,4.2,4.14,6.35,9.71,0.0,0.0,-81.64,40.47,-86.01,-3.81,-92.14,5466.65,138.6,448.26,66.0,14.37,66.25,0.0,590.13,9.54,0.79,0.66,0.65,0.7,9.3,17.0,0.0,0,0,0,1
주식회사시선바이오머티리얼스,95217,2022,-16.04,-42.05,-7.85,-35.96,86.28,62.48,95.83,58.51,18.67,-4.1,34.2,25.78,51.07,-19.55,-14.37,-50.27,-12.55,-12.82,-61.43,10.78,0.0,0.0,-8.5,-33.89,5.58,13.45,-0.29,-526.28,-2.04,-7.0,-9.35,0.0,0.0,0.0,3.31,0.9,0.71,0.29,0.21,0.3,0.67,12.0,0.0,0,0,0,1
주식회사시온건설,91578,2022,-28.18,-30.99,-25.25,-224.4,498.05,11.07,863.71,147.18,81.49,60.79,3.25,76.06,10.38,-26.37,-2.69,-20.72,-1.26,-1.28,-10.02,22.55,0.0,0.0,30.62,23.08,62.23,348.42,67.86,350.15,2.09,9.44,18.56,-111.63,22.68,0.0,0.0,9.78,0.64,0.13,0.13,0.58,0.16,8.0,0.0,0,0,0,1
